관리번호,인허가일자,폐업일자,영업상태명,업태구분명,소재지전체주소,좌표정보X(EPSG5174),좌표정보Y(EPSG5174),open,close,adm_cd,adm_nm
3450000-101-2022-00151,2022-05-13,,영업/정상,정종/대포집/소주방,대구광역시 북구 칠성동2가 355-1 칠성우방맨션,343861.5,265674.6,2022-05-13,,2723052600,북구 칠성동
3450000-101-2021-00195,2021-06-14,,영업/정상,한식,대구광역시 북구 고성동3가 5-74,343099.7,265955.3,2021-06-14,,2723051000,북구 고성동
3450000-101-1996-00036,1996-07-30,2003-01-28,폐업,한식,대구광역시 북구 팔달동 50-1 (2층),339231.3,267797.8,1996-07-30,2003-01-28,2723071500,북구 관문동
3450000-101-2000-00099,2000-03-25,2007-01-04,폐업,한식,대구광역시 북구 노원동3가 243-7,341126.6,267400.8,2000-03-25,2007-01-04,2723079000,북구 노원동
3450000-101-1999-00379,1999-09-14,2015-03-13,폐업,한식,대구광역시 북구 산격동 1397-37,345129.5,267024.9,1999-09-14,2015-03-13,2723063000,북구 산격3동
3450000-101-1996-00137,1996-08-09,2004-09-02,폐업,한식,대구광역시 북구 대현동 411-4,344658.5,266211.7,1996-08-09,2004-09-02,2723064500,북구 대현동
3450000-101-2004-00224,2004-03-24,2014-02-12,폐업,패스트푸드,대구광역시 북구 구암동 683-4,340365.5,270669.3,2004-03-24,2014-02-12,2723074500,북구 구암동
3450000-101-2003-01325,2003-11-04,2005-12-06,폐업,호프/통닭,대구광역시 북구 동변동 674-1,,,2003-11-04,2005-12-06,,
3450000-101-2001-00203,2001-11-28,2007-03-27,폐업,한식,"대구광역시 북구 노원동1가 177 ,178",342352.9,266725.4,2001-11-28,2007-03-27,2723079000,북구 노원동
3450000-101-2011-00253,2011-09-28,2017-05-17,폐업,한식,대구광역시 북구 산격동 1327-13 (1층),345219.4,267099.9,2011-09-28,2017-05-17,2723063000,북구 산격3동
3450000-101-2011-00287,2011-11-02,2012-03-21,폐업,한식,대구광역시 북구 고성동2가 114-1,342741.2,265661.6,2011-11-02,2012-03-21,2723051000,북구 고성동
3450000-101-2018-00117,2018-04-11,2024-10-02,폐업,호프/통닭,대구광역시 북구 태전동 257-4,339255.9,270321.9,2018-04-11,2024-10-02,2723072500,북구 태전1동
3450000-101-2010-00195,2010-06-21,2020-11-17,폐업,경양식,대구광역시 북구 동천동 901-1 108호,340721.1,272591.5,2010-06-21,2020-11-17,2723078000,북구 동천동
3450000-101-2000-00174,2000-07-03,,영업/정상,한식,대구광역시 북구 칠성동1가 169-7,344755.0,265162.0,2000-07-03,,2723052600,북구 칠성동
3450000-101-2016-00396,2016-08-22,,영업/정상,한식,대구광역시 북구 침산동 1388-16,342762.2,267070.6,2016-08-22,,2723055000,북구 침산1동
3450000-101-2020-00257,2020-08-03,,영업/정상,한식,대구광역시 북구 연경동 1032-3,346059.6,272716.4,2020-08-03,,2723069500,북구 무태조야동
3450000-101-2003-01546,2003-12-24,2010-06-23,폐업,분식,대구광역시 북구 동천동 896-2    칠곡메가타운 113호,,,2003-12-24,2010-06-23,,
3450000-101-2005-00399,2005-10-25,,영업/정상,한식,대구광역시 북구 읍내동 1419,340184.8,272005.4,2005-10-25,,2723077000,북구 읍내동
3450000-101-2012-00220,2012-08-17,2012-09-07,폐업,통닭(치킨),대구광역시 북구 복현동 180-2,346439.0,267766.9,2012-08-17,2012-09-07,2723067200,북구 복현2동
3450000-101-2015-00032,2015-02-13,2024-12-03,폐업,까페,대구광역시 북구 대현동 111-17,345312.1,266134.8,2015-02-13,2024-12-03,2723064500,북구 대현동
3450000-101-2001-01184,2001-11-12,2011-02-16,폐업,한식,대구광역시 북구 침산동 1405-4,342475.2,267133.5,2001-11-12,2011-02-16,2723055000,북구 침산1동
3450000-101-2025-00030,2025-02-10,,영업/정상,한식,대구광역시 북구 동천동 898-2,340867.4,272529.4,2025-02-10,,2723078000,북구 동천동
3450000-101-2011-00356,2011-12-27,2020-11-06,폐업,한식,대구광역시 북구 노원동2가 103-8,342033.1,267081.7,2011-12-27,2020-11-06,2723079000,북구 노원동
3450000-101-1997-00077,1997-07-03,2012-06-26,폐업,중국식,대구광역시 북구 구암동 688-10,340297.6,270825.4,1997-07-03,2012-06-26,2723074500,북구 구암동
3450000-101-2007-00041,2007-02-07,2010-08-30,폐업,한식,대구광역시 북구 대현동 316-3,344942.3,265486.4,2007-02-07,2010-08-30,2723064500,북구 대현동
3450000-101-2020-00296,2020-08-21,2023-06-19,폐업,한식,대구광역시 북구 학정동 468-1,341233.3,274043.8,2020-08-21,2023-06-19,2723080000,북구 국우동
3450000-101-2022-00416,2022-12-15,2025-09-25,폐업,경양식,대구광역시 북구 칠성동2가 355-17,343843.8,265602.4,2022-12-15,2025-09-25,2723052600,북구 칠성동
3450000-101-2002-00625,2002-08-23,2004-05-10,폐업,기타,대구광역시 북구 동변동 676-9,344583.7,269983.9,2002-08-23,2004-05-10,2723069500,북구 무태조야동
3450000-101-2007-00411,2007-09-27,2017-01-04,폐업,횟집,대구광역시 북구 노원동3가 728,341274.9,266742.3,2007-09-27,2017-01-04,2723079000,북구 노원동
3450000-101-2007-00507,2007-11-29,2011-04-22,폐업,호프/통닭,대구광역시 북구 산격동 794-12 지하,343908.0,267288.1,2007-11-29,2011-04-22,2723061000,북구 산격1동
3450000-101-2004-00692,2004-08-02,2011-08-17,폐업,한식,대구광역시 북구 칠성동2가 127 성광우방APT 125동 107호,343728.4,265773.3,2004-08-02,2011-08-17,2723052600,북구 칠성동
3450000-101-2001-00778,2001-09-26,2011-03-30,폐업,한식,대구광역시 북구 읍내동 1134-11,339853.0,271522.7,2001-09-26,2011-03-30,2723077000,북구 읍내동
3450000-101-2001-00253,2001-11-10,2003-05-20,폐업,한식,대구광역시 북구 동천동 880-1,340760.6,271387.0,2001-11-10,2003-05-20,2723078000,북구 동천동
3450000-101-2000-00093,2000-03-11,2008-01-07,폐업,한식,대구광역시 북구 침산동 25-12,,,2000-03-11,2008-01-07,,
3450000-101-2025-00171,2025-06-26,2026-01-21,폐업,기타,대구광역시 북구 동천동 934-4,340624.9,271830.8,2025-06-26,2026-01-21,2723078000,북구 동천동
3450000-101-2004-00841,2004-09-14,2020-10-28,폐업,한식,대구광역시 북구 칠성동2가 503-2,344088.2,265240.8,2004-09-14,2020-10-28,2723052600,북구 칠성동
3450000-101-2008-00234,2008-07-01,2012-10-26,폐업,한식,대구광역시 북구 대현동 390-9,345116.5,265753.3,2008-07-01,2012-10-26,2723064500,북구 대현동
3450000-101-2010-00181,2010-06-07,2023-10-31,폐업,횟집,대구광역시 북구 노원동2가 271,342169.3,266424.6,2010-06-07,2023-10-31,2717069500,서구 원대동
3450000-101-2019-00335,2019-08-30,2021-10-06,폐업,한식,대구광역시 북구 산격동 1263-22,345381.0,267551.0,2019-08-30,2021-10-06,2723063000,북구 산격3동
3450000-101-2000-00579,2000-06-01,2005-11-23,폐업,일식,대구광역시 북구 대현동 416-1,344815.4,266100.4,2000-06-01,2005-11-23,2723064500,북구 대현동
3450000-101-2000-00646,2000-05-04,2002-10-28,폐업,한식,대구광역시 북구 팔달동 73-3,339403.1,267474.0,2000-05-04,2002-10-28,2723071500,북구 관문동
3450000-101-1999-00411,1999-03-17,2003-02-04,폐업,한식,대구광역시 북구 침산동 264-9,343787.2,266504.3,1999-03-17,2003-02-04,2723056000,북구 침산2동
3450000-101-2023-00322,2023-08-14,2023-08-20,폐업,기타,대구광역시 북구 산격동 1686 엑스코 동관,345710.5,268737.3,2023-08-14,2023-08-20,2723062000,북구 산격2동
3450000-101-2023-00165,2023-05-09,2024-09-20,폐업,한식,대구광역시 북구 산격동 485-19,345697.4,268003.6,2023-05-09,2024-09-20,2723062000,북구 산격2동
3450000-101-2022-00210,2022-07-04,2023-10-26,폐업,경양식,대구광역시 북구 관음동 1378-2,339656.6,271543.3,2022-07-04,2023-10-26,2723075000,북구 관음동
3450000-101-2005-00175,2005-05-11,2022-12-16,폐업,까페,대구광역시 북구 대현동 14-31 (지하1층),345558.2,266113.6,2005-05-11,2022-12-16,2723064500,북구 대현동
3450000-101-2008-00113,2008-04-03,2010-10-11,폐업,한식,대구광역시 북구 구암동 685-8,340313.4,270741.6,2008-04-03,2010-10-11,2723074500,북구 구암동
3450000-101-2018-00400,2018-11-23,2022-12-27,폐업,한식,대구광역시 북구 고성동3가 21-1,343194.6,265998.6,2018-11-23,2022-12-27,2723051000,북구 고성동
3450000-101-2004-00387,2004-04-29,2007-01-05,폐업,통닭(치킨),대구광역시 북구 구암동 780-9,,,2004-04-29,2007-01-05,,
3450000-101-2025-00267,2025-10-01,2025-10-26,폐업,한식,대구광역시 북구 고성동3가 2,343300.2,265743.4,2025-10-01,2025-10-26,2723051000,북구 고성동
3450000-101-2009-00711,2009-05-07,2010-03-31,폐업,통닭(치킨),대구광역시 북구 서변동 1755-11,343979.4,269954.3,2009-05-07,2010-03-31,2723069500,북구 무태조야동
3450000-101-1993-00150,1993-10-20,2025-11-12,폐업,식육(숯불구이),대구광역시 북구 고성동2가 33-1,343210.9,265571.6,1993-10-20,2025-11-12,2723051000,북구 고성동
3450000-101-2000-00203,2000-04-24,2003-01-15,폐업,한식,대구광역시 북구 고성동3가 57,342910.4,265937.3,2000-04-24,2003-01-15,2723051000,북구 고성동
3450000-101-2001-00489,2001-06-13,2013-01-25,폐업,한식,대구광역시 북구 동천동 874-4,340396.9,271342.9,2001-06-13,2013-01-25,2723078000,북구 동천동
3450000-101-2004-00960,2004-11-25,2010-06-10,폐업,경양식,대구광역시 북구 구암동 765-5 센츄럴비즈니스빌딩 105호,341054.4,272539.7,2004-11-25,2010-06-10,2723074500,북구 구암동
3450000-101-2008-00069,2008-03-07,2009-01-06,폐업,호프/통닭,"대구광역시 북구 동천동 894-1 세븐벨리 B504, B505, B506",340718.3,272660.0,2008-03-07,2009-01-06,2723078000,북구 동천동
3450000-101-2009-00805,2009-07-22,2010-10-07,폐업,한식,대구광역시 북구 구암동 780-3,341611.6,272442.2,2009-07-22,2010-10-07,2723074500,북구 구암동
3450000-101-2020-00041,2020-02-12,2024-05-07,폐업,한식,대구광역시 북구 관음동 1347-12,339303.5,271969.3,2020-02-12,2024-05-07,2723075000,북구 관음동
3450000-101-2000-00137,2000-07-29,2026-01-05,폐업,한식,대구광역시 북구 태전동 1021-7,339745.3,270947.3,2000-07-29,2026-01-05,2723073500,북구 태전2동
3450000-101-2014-00302,2014-10-08,2016-02-29,폐업,까페,대구광역시 북구 태전동 220-1,339422.9,270583.6,2014-10-08,2016-02-29,2723072500,북구 태전1동
3450000-101-2016-00257,2016-08-22,2019-01-18,폐업,한식,대구광역시 북구 읍내동 945,339862.4,272364.2,2016-08-22,2019-01-18,2723077000,북구 읍내동
3450000-101-2021-00171,2021-05-24,2023-03-20,폐업,호프/통닭,대구광역시 북구 연경동 1040-5,346069.4,272622.6,2021-05-24,2023-03-20,2723069500,북구 무태조야동
3450000-101-1993-00033,1993-09-07,2013-04-11,폐업,한식,대구광역시 북구 산격동 1231-13,344943.0,267522.7,1993-09-07,2013-04-11,2723063000,북구 산격3동
3450000-101-2011-00250,2011-09-27,2023-03-30,폐업,한식,대구광역시 북구 서변동 1751-15,344020.3,270098.6,2011-09-27,2023-03-30,2723069500,북구 무태조야동
3450000-101-1994-00057,1994-06-21,2008-07-10,폐업,한식,대구광역시 북구 침산동 563,343428.7,267375.2,1994-06-21,2008-07-10,2723057000,북구 침산3동
3450000-101-2020-00250,2020-07-27,2020-08-26,폐업,기타,대구광역시 북구 칠성동2가 302-403 롯데백화점 대구역,343844.1,265157.1,2020-07-27,2020-08-26,2711057500,중구 성내2동
3450000-101-1998-00156,1998-06-10,2005-11-11,폐업,한식,대구광역시 북구 태전동 674-11,,,1998-06-10,2005-11-11,,
3450000-101-1997-00188,1997-09-22,2004-11-12,폐업,한식,대구광역시 북구 침산동 1744,342447.0,267006.3,1997-09-22,2004-11-12,2723055000,북구 침산1동
3450000-101-1996-00066,1996-03-06,2007-11-07,폐업,한식,대구광역시 북구 노원동2가 42,342125.4,266964.4,1996-03-06,2007-11-07,2723079000,북구 노원동
3450000-101-2008-00049,2008-02-21,2023-04-10,폐업,한식,대구광역시 북구 검단동 1079-1,346680.7,269486.0,2008-02-21,2023-04-10,2723068000,북구 검단동
3450000-101-2001-00066,2001-06-12,2004-03-05,폐업,한식,대구광역시 북구 태전동 1008-1,339797.0,271114.9,2001-06-12,2004-03-05,2723073500,북구 태전2동
3450000-101-2003-00260,2003-02-26,2020-11-23,폐업,중국식,대구광역시 북구 칠성동2가 302-155,344052.6,265131.7,2003-02-26,2020-11-23,2723052600,북구 칠성동
3450000-101-2021-00186,2021-06-07,2022-12-21,폐업,한식,대구광역시 북구 관음동 1292,339523.7,272444.4,2021-06-07,2022-12-21,2723075000,북구 관음동
3450000-101-2002-00402,2002-05-14,2019-08-02,폐업,기타,대구광역시 북구 구암동 815-9,341402.2,271939.1,2002-05-14,2019-08-02,2723074500,북구 구암동
3450000-101-2001-01213,2001-11-30,2009-05-04,폐업,중국식,대구광역시 북구 노원동2가 103-1,342057.6,267080.0,2001-11-30,2009-05-04,2723079000,북구 노원동
3450000-101-2013-00282,2013-10-30,2014-06-18,폐업,한식,대구광역시 북구 산격동 503-1 1층 상가,345418.8,268054.2,2013-10-30,2014-06-18,2723062000,북구 산격2동
3450000-101-2013-00198,2013-08-07,2020-04-28,폐업,한식,대구광역시 북구 침산동 269-10 명성푸르지오상가 103동 B2호,343538.6,266594.6,2013-08-07,2020-04-28,2723057000,북구 침산3동
3450000-101-2007-00268,2007-06-22,2018-04-16,폐업,호프/통닭,대구광역시 북구 침산동 336-31,343523.5,266907.8,2007-06-22,2018-04-16,2723056000,북구 침산2동
3450000-101-2014-00291,2014-10-02,2016-04-21,폐업,통닭(치킨),대구광역시 북구 구암동 675-2,340277.2,270550.2,2014-10-02,2016-04-21,2723074500,북구 구암동
3450000-101-2021-00434,2021-12-17,2025-03-07,폐업,한식,대구광역시 북구 학정동 926-4,341205.5,273657.2,2021-12-17,2025-03-07,2723080000,북구 국우동
3450000-101-2001-00229,2001-09-06,2006-01-17,폐업,한식,대구광역시 북구 칠성동2가 421-10,344323.2,265462.7,2001-09-06,2006-01-17,2723052600,북구 칠성동
3450000-101-1999-00002,1999-09-07,2015-06-01,폐업,분식,대구광역시 북구 산격동 502-25,345498.6,268017.2,1999-09-07,2015-06-01,2723062000,북구 산격2동
3450000-101-2002-00291,2002-01-18,2026-01-14,폐업,식육(숯불구이),대구광역시 북구 노원동2가 200-1,341880.2,266803.3,2002-01-18,2026-01-14,2723079000,북구 노원동
3450000-101-2008-00097,2008-03-27,2009-10-16,폐업,한식,대구광역시 북구 노원동3가 783-1,,,2008-03-27,2009-10-16,,
3450000-101-2011-00271,2011-10-17,2016-09-02,폐업,통닭(치킨),"대구광역시 북구 태전동 1117 (105호,106호)",339667.5,269098.9,2011-10-17,2016-09-02,2723073500,북구 태전2동
3450000-101-2022-00288,2022-09-06,2025-12-12,폐업,기타,대구광역시 북구 태전동 955-3,339501.6,271140.5,2022-09-06,2025-12-12,2723072500,북구 태전1동
3450000-101-2017-00290,2017-09-29,2025-12-18,폐업,중국식,대구광역시 북구 동천동 942-16,340498.7,271674.3,2017-09-29,2025-12-18,2723078000,북구 동천동
3450000-101-2014-00372,2014-12-11,2015-08-28,폐업,까페,대구광역시 북구 칠성동2가 723,344152.2,265660.8,2014-12-11,2015-08-28,2723052600,북구 칠성동
3450000-101-2000-00047,2000-07-20,2002-03-15,폐업,중국식,대구광역시 북구 태전동 951-1,339340.0,271050.8,2000-07-20,2002-03-15,2723072500,북구 태전1동
3450000-101-2004-00200,2004-03-16,2007-02-06,폐업,중국식,대구광역시 북구 태전동 1040-20,339690.9,270870.1,2004-03-16,2007-02-06,2723073500,북구 태전2동
3450000-101-2013-00307,2013-12-04,2021-02-19,폐업,김밥(도시락),대구광역시 북구 칠성동2가 2-12 아너스로뎀 1층 103호,343202.0,266225.2,2013-12-04,2021-02-19,2723052600,북구 칠성동
3450000-101-2011-00017,2011-01-19,2016-11-10,폐업,통닭(치킨),대구광역시 북구 읍내동 1361-2 (1층),340187.9,271927.2,2011-01-19,2016-11-10,2723077000,북구 읍내동
3450000-101-2010-00294,2010-09-15,2016-03-08,폐업,횟집,대구광역시 북구 복현동 428-3,346067.2,267192.6,2010-09-15,2016-03-08,2723067100,북구 복현1동
3450000-101-2009-00809,2009-07-24,2023-03-30,폐업,한식,대구광역시 북구 학정동 870-13,340453.1,272901.7,2009-07-24,2023-03-30,2723080000,북구 국우동
3450000-101-2009-00619,2009-03-09,2009-11-30,폐업,분식,대구광역시 북구 노원동2가 339-3,341715.1,266655.4,2009-03-09,2009-11-30,2723079000,북구 노원동
3450000-101-2006-00008,2006-01-06,2022-12-21,폐업,한식,대구광역시 북구 구암동 689-4,340195.1,270782.6,2006-01-06,2022-12-21,2723074500,북구 구암동
3450000-101-1998-00305,1998-09-14,2008-09-16,폐업,한식,대구광역시 북구 복현동 27-1,346241.0,268572.6,1998-09-14,2008-09-16,2723067200,북구 복현2동
3450000-101-2003-00246,2003-02-20,2012-01-13,폐업,한식,대구광역시 북구 연경동 819,,,2003-02-20,2012-01-13,,
3450000-101-2003-01395,2003-11-18,2022-10-20,폐업,통닭(치킨),대구광역시 북구 복현동 439-7,346022.2,267059.8,2003-11-18,2022-10-20,2723067100,북구 복현1동
3450000-101-2015-00278,2015-10-23,2018-02-19,폐업,호프/통닭,대구광역시 북구 구암동 697-1,340665.2,270812.3,2015-10-23,2018-02-19,2723074500,북구 구암동
3450000-101-2021-00261,2021-07-23,2023-02-10,폐업,한식,대구광역시 북구 산격동 1393-12,345173.4,267008.3,2021-07-23,2023-02-10,2723063000,북구 산격3동
3450000-101-2001-01135,2001-10-24,2011-07-27,폐업,한식,대구광역시 북구 관음동 1332,339305.5,272193.0,2001-10-24,2011-07-27,2723075000,북구 관음동
3450000-101-2023-00255,2023-07-03,2025-12-16,폐업,한식,대구광역시 북구 서변동 1751-7,344003.5,270037.1,2023-07-03,2025-12-16,2723069500,북구 무태조야동
3450000-101-2022-00046,2022-02-15,2022-03-15,폐업,일식,대구광역시 북구 칠성동2가 302-155 롯데백화점 대구역 지하2층 행사장,344052.6,265131.7,2022-02-15,2022-03-15,2723052600,북구 칠성동
3450000-101-1999-00391,2001-08-30,2005-12-15,폐업,한식,대구광역시 북구 침산동 430-11,343164.0,266469.6,2001-08-30,2005-12-15,2723057000,북구 침산3동
3450000-101-2018-00410,2018-11-27,2020-05-25,폐업,한식,대구광역시 북구 태전동 222-6,339431.3,270559.1,2018-11-27,2020-05-25,2723072500,북구 태전1동
3450000-101-2003-01200,2003-09-23,2004-05-10,폐업,한식,대구광역시 북구 읍내동 459-8,,,2003-09-23,2004-05-10,,
3450000-101-2021-00250,2021-07-15,2023-12-18,폐업,한식,대구광역시 북구 태전동 1008-16,339817.4,271095.0,2021-07-15,2023-12-18,2723073500,북구 태전2동
3450000-101-2022-00001,2022-01-03,2023-03-14,폐업,한식,대구광역시 북구 읍내동 1343 대구읍내 행복주택,339731.4,271557.9,2022-01-03,2023-03-14,2723077000,북구 읍내동
3450000-101-2002-00416,2002-05-20,2004-10-30,폐업,한식,대구광역시 북구 복현동 38-37,346061.5,268275.1,2002-05-20,2004-10-30,2723067200,북구 복현2동
3450000-101-2006-00131,2006-04-14,2023-06-09,폐업,한식,대구광역시 북구 침산동 609-11,343393.4,267549.7,2006-04-14,2023-06-09,2723057000,북구 침산3동
3450000-101-2007-00235,2007-06-04,2012-03-22,폐업,한식,대구광역시 북구 구암동 818-8,341383.1,271827.6,2007-06-04,2012-03-22,2723074500,북구 구암동
3450000-101-2012-00153,2012-06-12,2024-01-02,폐업,한식,"대구광역시 북구 읍내동 524 외1필지,1층",339847.2,272979.5,2012-06-12,2024-01-02,2723077000,북구 읍내동
3450000-101-2002-01148,2002-12-04,2019-01-03,폐업,통닭(치킨),대구광역시 북구 검단동 936-28,346158.2,268506.4,2002-12-04,2019-01-03,2723067200,북구 복현2동
3450000-101-2000-00682,2000-09-08,2007-11-26,폐업,한식,대구광역시 북구 노원동3가 1052-5,342131.5,267334.3,2000-09-08,2007-11-26,2723079000,북구 노원동
3450000-101-2006-00020,2006-01-20,2008-09-18,폐업,한식,대구광역시 북구 학정동 945-6,341256.4,273265.2,2006-01-20,2008-09-18,2723080000,북구 국우동
3450000-101-2004-00939,2004-11-12,2005-03-30,폐업,한식,대구광역시 북구 칠성동2가 302-195 삼성APT A동 103호,344447.9,265112.7,2004-11-12,2005-03-30,2723052600,북구 칠성동
3450000-101-2016-00164,2016-05-25,2018-05-03,폐업,식육(숯불구이),대구광역시 북구 서변동 1738-8,344009.6,270529.8,2016-05-25,2018-05-03,2723069500,북구 무태조야동
3450000-101-2017-00307,2017-10-27,2025-12-29,폐업,한식,대구광역시 북구 칠성동2가 412-98,344334.8,265482.0,2017-10-27,2025-12-29,2723052600,북구 칠성동
3450000-101-2017-00343,2017-11-23,2024-04-29,폐업,경양식,대구광역시 북구 고성동3가 5-64,343139.9,265946.3,2017-11-23,2024-04-29,2723051000,북구 고성동
3450000-101-2016-00117,2016-04-25,2019-06-25,폐업,한식,대구광역시 북구 노원동3가 59-1,341635.7,267686.7,2016-04-25,2019-06-25,2723079000,북구 노원동
3450000-101-1999-00310,1999-11-18,2004-04-30,폐업,한식,대구광역시 북구 칠성동2가 370-2,,,1999-11-18,2004-04-30,,
3450000-101-2003-00355,2003-03-11,2020-02-26,폐업,중국식,대구광역시 북구 산격동 801-4,343969.7,267509.1,2003-03-11,2020-02-26,2723061000,북구 산격1동
3450000-101-2002-01018,2002-11-06,2012-03-27,폐업,통닭(치킨),대구광역시 북구 태전동 969-1,339381.4,270799.0,2002-11-06,2012-03-27,2723072500,북구 태전1동
3450000-101-2003-00888,2003-07-03,2016-05-12,폐업,호프/통닭,대구광역시 북구 칠성동2가 20-1 외 1필지. 스펙트럼시티 3층동 298호,343510.6,266134.3,2003-07-03,2016-05-12,2723052600,북구 칠성동
3450000-101-1999-00199,1999-05-10,2005-12-22,폐업,중국식,대구광역시 북구 관음동 1323-11,339271.5,272031.3,1999-05-10,2005-12-22,2723075000,북구 관음동
3450000-101-2003-00729,2003-05-30,2006-01-18,폐업,한식,대구광역시 북구 침산동 447-10,,,2003-05-30,2006-01-18,,
3450000-101-2004-00812,2004-09-08,2006-03-06,폐업,한식,대구광역시 북구 동천동 911-5,,,2004-09-08,2006-03-06,,
3450000-101-2013-00031,2013-02-20,2015-08-21,폐업,한식,대구광역시 북구 관음동 1281-9 (1층),339504.4,272582.8,2013-02-20,2015-08-21,2723075000,북구 관음동
3450000-101-2008-00298,2008-09-05,2017-08-31,폐업,한식,대구광역시 북구 노원동1가 12-16,342830.4,266390.6,2008-09-05,2017-08-31,2723079000,북구 노원동
3450000-101-2009-00994,2009-12-31,2012-08-08,폐업,한식,대구광역시 북구 노원동1가 145 B-1,342487.0,266661.5,2009-12-31,2012-08-08,2723079000,북구 노원동
3450000-101-1998-00264,1998-10-27,2006-06-16,폐업,한식,대구광역시 북구 매천동 476-6,339026.4,268231.4,1998-10-27,2006-06-16,2723071500,북구 관문동
3450000-101-2001-00735,2001-07-04,2025-05-07,폐업,호프/통닭,대구광역시 북구 산격동 1399-3,345161.2,266977.8,2001-07-04,2025-05-07,2723063000,북구 산격3동
3450000-101-2007-00121,2007-04-04,2012-05-04,폐업,통닭(치킨),대구광역시 북구 동천동 948-13 101호,340398.1,271569.9,2007-04-04,2012-05-04,2723078000,북구 동천동
3450000-101-2002-00705,2002-08-13,2019-08-26,폐업,김밥(도시락),대구광역시 북구 침산동 1660-6,342680.7,266689.7,2002-08-13,2019-08-26,2723079000,북구 노원동
3450000-101-2001-01284,2001-08-10,2004-10-08,폐업,한식,대구광역시 북구 복현동 413-22,345835.5,267376.4,2001-08-10,2004-10-08,2723067100,북구 복현1동
3450000-101-2016-00064,2016-03-10,2023-04-04,폐업,한식,대구광역시 북구 금호동 795,336943.2,267245.1,2016-03-10,2023-04-04,2723071500,북구 관문동
3450000-101-2023-00004,2023-01-02,2025-03-04,폐업,식육(숯불구이),대구광역시 북구 국우동 226 힐스테이트데시앙 도남 3단지,342695.9,273427.4,2023-01-02,2025-03-04,2723080000,북구 국우동
3450000-101-2018-00245,2018-07-24,2019-01-16,폐업,한식,대구광역시 북구 복현동 40-12,346248.2,268365.4,2018-07-24,2019-01-16,2723067200,북구 복현2동
3450000-101-1992-00002,1992-03-23,2025-06-13,폐업,한식,대구광역시 북구 칠성동1가 81,344743.5,265078.4,1992-03-23,2025-06-13,2723052600,북구 칠성동
3450000-101-2000-00815,2000-01-20,2009-02-23,폐업,한식,대구광역시 북구 태전동 304-4,339125.7,270612.1,2000-01-20,2009-02-23,2723072500,북구 태전1동
3450000-101-2008-00411,2008-12-03,2015-12-18,폐업,경양식,대구광역시 북구 태전동 979-1,339371.6,270716.1,2008-12-03,2015-12-18,2723072500,북구 태전1동
3450000-101-2001-00406,2001-08-10,,영업/정상,한식,대구광역시 북구 대현동 257-15 외 2필지,344721.2,266482.9,2001-08-10,,2723064500,북구 대현동
3450000-101-2005-00001,2005-01-04,2005-12-06,폐업,호프/통닭,대구광역시 북구 동천동 917-7,340677.5,272138.1,2005-01-04,2005-12-06,2723078000,북구 동천동
3450000-101-2018-00186,2018-06-05,,영업/정상,호프/통닭,대구광역시 북구 산격동 1207-38,345153.9,267794.2,2018-06-05,,2723063000,북구 산격3동
3450000-101-2018-00442,2018-12-18,,영업/정상,식육(숯불구이),대구광역시 북구 침산동 329-2,343574.7,266803.7,2018-12-18,,2723056000,북구 침산2동
3450000-101-2020-00352,2020-10-13,2026-07-03,폐업,한식,대구광역시 북구 침산동 22-38,344334.4,266436.0,2020-10-13,2026-07-03,2723056000,북구 침산2동
3450000-101-2004-00998,2004-12-15,2016-03-28,폐업,통닭(치킨),대구광역시 북구 산격동 1263-22,345381.0,267551.0,2004-12-15,2016-03-28,2723063000,북구 산격3동
3450000-101-2003-01276,2003-10-16,2006-01-17,폐업,호프/통닭,대구광역시 북구 침산동 1030-1,,,2003-10-16,2006-01-17,,
3450000-101-2008-00060,2008-02-28,2009-10-14,폐업,호프/통닭,대구광역시 북구 노원동1가 5-13,342682.3,266646.7,2008-02-28,2009-10-14,2723079000,북구 노원동
3450000-101-2008-00146,2008-04-30,2011-07-11,폐업,한식,대구광역시 북구 칠성동2가 302-155 롯데백화점 지하2층,344052.6,265131.7,2008-04-30,2011-07-11,2723052600,북구 칠성동
3450000-101-2018-00457,2018-07-09,2021-12-22,폐업,기타,대구광역시 동구 동호동 367-3,355559.5,264339.5,2018-07-09,2021-12-22,2714074200,동구 안심3동
3450000-101-2008-00374,2008-11-03,2014-11-26,폐업,김밥(도시락),대구광역시 북구 동천동 896-1 111호,340945.2,272642.9,2008-11-03,2014-11-26,2723078000,북구 동천동
3450000-101-2014-00312,2014-10-14,2016-08-23,폐업,한식,대구광역시 북구 산격동 1321-9,345380.7,267215.3,2014-10-14,2016-08-23,2723063000,북구 산격3동
3450000-101-2021-00094,2021-04-02,2022-09-02,폐업,한식,대구광역시 북구 태전동 881-3 협화맨션,339421.3,269777.1,2021-04-02,2022-09-02,2723072500,북구 태전1동
3450000-101-2001-00269,2001-05-21,2003-01-29,폐업,기타,대구광역시 북구 읍내동 299-2,,,2001-05-21,2003-01-29,,
3450000-101-2010-00395,2010-12-08,2012-08-31,폐업,분식,대구광역시 북구 매천동 681,339197.4,268689.7,2010-12-08,2012-08-31,2723071500,북구 관문동
3450000-101-1998-00191,1998-02-04,2023-02-10,폐업,한식,대구광역시 북구 산격동 1393-12,345173.4,267008.3,1998-02-04,2023-02-10,2723063000,북구 산격3동
