store_id,category,adm_nm,date,time_slot,sales_hall,sales_delivery,orders,ingredient_cost,is_rain,is_heat,is_cold,holiday,fest_mult,n_comp_90d,qty_계란,qty_깐마늘,qty_닭,qty_대파,qty_무,qty_배추,qty_삼겹살,qty_양파
S1,치킨,"달서구 두류1,2동",2023-02-16,점심,25800,31600,3,20620,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-02-17,점심,31000,37900,3,20630,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-02-18,점심,31000,37900,3,20630,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-02-19,점심,25900,31600,3,20630,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-02-20,점심,25900,31600,3,20540,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-02-21,점심,25900,31700,3,20540,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-02-22,점심,25900,31700,3,20530,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-02-23,점심,25900,31700,3,20520,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-02-24,점심,31100,38000,3,20520,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-02-25,점심,31100,38100,3,20520,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-02-26,점심,26000,31700,3,20520,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-02-27,점심,26000,31800,3,20520,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-02-28,점심,26000,31800,3,20520,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-01,점심,29900,36600,3,20040,False,False,False,삼일절,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-02,점심,26000,31800,3,19930,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-03,점심,31300,38200,3,19930,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-04,점심,31300,38200,3,19930,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-05,점심,26100,31900,3,19930,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-06,점심,26100,31900,3,19940,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-07,점심,26100,31900,3,19980,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-08,점심,26100,31900,3,19980,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-09,점심,26200,32000,3,20090,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-10,점심,31400,38400,3,20090,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-11,점심,31400,38400,3,20090,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-12,점심,21000,41600,3,20090,True,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-13,점심,26200,32100,3,20090,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-14,점심,26200,32100,3,20090,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-15,점심,26300,32100,3,20090,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-16,점심,26300,32100,3,19960,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-17,점심,31600,38600,3,19990,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-18,점심,31600,38600,3,19990,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-19,점심,26300,32200,3,19990,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-20,점심,26400,32200,3,19980,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-21,점심,26400,32200,3,19980,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-22,점심,26400,32300,3,20010,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-23,점심,21100,42000,3,20050,True,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-24,점심,31700,38800,3,20050,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-25,점심,31800,38800,3,20050,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-26,점심,26500,32400,3,20050,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-27,점심,26500,32400,3,20090,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-28,점심,26500,32400,3,20090,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-29,점심,26600,32500,3,20090,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-30,점심,26600,32500,3,20060,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-03-31,점심,31900,39000,3,20010,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-01,점심,31900,39000,3,20010,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-02,점심,26600,32600,3,20010,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-03,점심,26700,32600,3,20680,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-04,점심,26700,32600,3,20680,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-05,점심,21400,42400,3,20690,True,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-06,점심,26700,32700,3,20650,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-07,점심,32100,39200,3,20650,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-08,점심,32100,39300,3,20650,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-09,점심,26800,32800,3,20650,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-10,점심,26800,32800,3,20680,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-11,점심,26800,32800,3,20680,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-12,점심,26900,32800,3,20680,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-13,점심,26900,32900,3,20710,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-14,점심,32300,39500,3,20750,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-15,점심,32300,39500,3,20750,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-16,점심,27000,33000,3,20750,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-17,점심,27000,33000,3,20750,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-18,점심,27000,33000,3,20740,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-19,점심,27000,33000,3,20740,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-20,점심,27100,33100,3,20770,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-21,점심,32500,39700,3,20770,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-22,점심,32500,39800,3,20770,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-23,점심,27100,33200,3,20770,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-24,점심,27100,33200,3,20800,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-25,점심,21700,43200,3,20800,True,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-26,점심,27200,33200,3,20800,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-27,점심,27200,33300,3,20860,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-28,점심,32700,40000,3,20900,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-29,점심,26200,52000,4,27860,True,False,False,,1.0,0,0.0,0.0,4.0,0.08,0.8,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-04-30,점심,27300,33400,3,20900,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-01,점심,27300,33400,3,20900,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-02,점심,27300,33400,3,20900,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-03,점심,27400,33400,3,20920,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-04,점심,27400,33500,3,20920,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-05,점심,30200,60100,4,27890,True,False,False,어린이날,1.0,0,0.0,0.0,4.0,0.08,0.8,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-06,점심,26300,52300,4,31740,True,False,False,,1.0,0,0.0,0.0,4.0,0.08,0.8,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-07,점심,27400,33500,3,23810,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-08,점심,27500,33600,3,23820,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-09,점심,27500,33600,3,23930,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-10,점심,27500,33600,3,23930,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-11,점심,27500,33600,3,24130,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-12,점심,33100,40400,3,24130,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-13,점심,33100,40400,3,24130,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-14,점심,27600,33700,3,24130,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-15,점심,27600,33800,3,24130,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-16,점심,24900,33800,3,24120,False,True,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-17,점심,27700,33800,3,24120,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-18,점심,22100,44000,3,24070,True,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-19,점심,33200,40600,3,24070,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-20,점심,33300,40600,3,24070,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-21,점심,27700,33900,3,24070,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-22,점심,27800,33900,3,24110,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-23,점심,27800,33900,3,23910,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-24,점심,27800,34000,3,23910,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-25,점심,27800,34000,3,23850,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-26,점심,33400,40800,3,23820,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-27,점심,38400,47000,4,31760,False,False,False,부처님오신날,1.0,0,0.0,0.0,4.0,0.08,0.8,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-28,점심,22300,44300,3,23820,True,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-29,점심,25700,50900,3,23820,True,False,False,대체공휴일(부처님오신날),1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-30,점심,27900,34100,3,23820,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-05-31,점심,27900,34100,3,23820,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-06-01,점심,27900,34100,3,23610,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-06-02,점심,33500,41000,3,23610,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-06-03,점심,33600,41000,3,23610,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-06-04,점심,28000,34200,3,23610,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-06-05,점심,28000,34200,3,23610,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-06-06,점심,32200,39400,3,23610,False,False,False,현충일,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-06-07,점심,28000,34300,3,23540,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-06-08,점심,28000,34300,3,23540,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-06-09,점심,33700,41200,3,23470,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-06-10,점심,33700,41200,3,23610,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
