cluster,year,q,firms,emp,prod_cum,prod,quarter,emp_yoy,prod_yoy,firms_yoy
달성1차,2025,1,291,13003,1622900.0,1622900.0,2025Q1,-0.024238331082095166,0.02927494116027929,-0.06430868167202575
달성1차,2025,2,291,12999,3264608.0,1641708.0,2025Q2,-0.013133920437291224,0.018970371363453475,-0.06129032258064515
달성2차·국가산단,2018,2,293,7499,1090640.0,1090640.0,2018Q2,,,
달성2차·국가산단,2018,3,304,7090,1634433.0,543793.0,2018Q3,,,
달성2차·국가산단,2018,4,313,7185,2266231.0,631798.0,2018Q4,,,
달성2차·국가산단,2019,1,326,7259,580798.0,580798.0,2019Q1,,,
달성2차·국가산단,2019,2,333,7269,1159062.0,578264.0,2019Q2,-0.03067075610081349,-0.4697938824910145,0.13651877133105805
달성2차·국가산단,2019,3,340,7536,1849964.0,690902.0,2019Q3,0.06290550070521861,0.27052389420238954,0.11842105263157898
달성2차·국가산단,2019,4,343,7616,2694582.0,844618.0,2019Q4,0.05998608211551848,0.33684816982643184,0.09584664536741205
달성2차·국가산단,2020,1,351,7866,778961.0,778961.0,2020Q1,0.08362033337925334,0.3411909131918498,0.07668711656441718
달성2차·국가산단,2020,2,352,7601,1359792.0,580831.0,2020Q2,0.04567340762140604,0.004439148900847956,0.05705705705705699
달성2차·국가산단,2020,3,354,7317,1939681.0,579889.0,2020Q3,-0.02906050955414008,-0.1606783595936906,0.04117647058823537
달성2차·국가산단,2020,4,367,7827,2621775.0,682094.0,2020Q4,0.027704831932773066,-0.19242308357150806,0.06997084548104948
달성2차·국가산단,2021,1,372,7821,755644.0,755644.0,2021Q1,-0.005720823798627039,-0.02993346265089014,0.05982905982905984
달성2차·국가산단,2021,2,377,8748,1672982.0,917338.0,2021Q2,0.15090119721089335,0.5793544077365016,0.07102272727272729
달성2차·국가산단,2021,3,382,8724,2529251.0,856269.0,2021Q3,0.19229192291922925,0.47660845437661337,0.07909604519774005
달성2차·국가산단,2021,4,397,8634,3526858.0,997607.0,2021Q4,0.10310463779225754,0.4625652769266406,0.08174386920980936
달성2차·국가산단,2022,1,135,4003,656830.0,656830.0,2022Q1,-0.4881728679197034,-0.13076792775433932,-0.6370967741935484
달성2차·국가산단,2022,2,139,4121,1505365.0,848535.0,2022Q2,-0.5289208962048468,-0.07500288879344363,-0.6312997347480106
달성2차·국가산단,2022,3,140,4167,2791051.0,1285686.0,2022Q3,-0.5223521320495186,0.5014977769836348,-0.6335078534031413
달성2차·국가산단,2022,4,140,4413,4418465.0,1627414.0,2022Q4,-0.48888116747741484,0.6313177433598602,-0.6473551637279598
달성2차·국가산단,2023,1,150,4326,1556749.0,1556749.0,2023Q1,0.08068948288783417,1.3700942405188559,0.11111111111111116
달성2차·국가산단,2023,2,154,4685,3231437.0,1674688.0,2023Q2,0.1368599854404271,0.973622773368217,0.1079136690647482
달성2차·국가산단,2023,3,159,4626,4922285.0,1690848.0,2023Q3,0.1101511879049677,0.31513293292452427,0.13571428571428568
달성2차·국가산단,2023,4,185,4534,6569866.0,1647581.0,2023Q4,0.027418989349648815,0.012392052667606457,0.3214285714285714
달성2차·국가산단,2024,1,189,4656,1505646.0,1505646.0,2024Q1,0.07628294036061023,-0.032826743424919536,0.26
달성2차·국가산단,2024,2,202,4991,2506520.0,1000874.0,2024Q2,0.06531483457844178,-0.4023519604845798,0.3116883116883118
달성2차·국가산단,2024,3,203,6406,3400901.0,894381.0,2024Q3,0.3847816688283614,-0.47104588939987513,0.2767295597484276
달성2차·국가산단,2024,4,208,6471,4278646.0,877745.0,2024Q4,0.42721658579620647,-0.4672522929069952,0.12432432432432439
달성2차·국가산단,2025,1,211,6059,1078655.67,1078655.67,2025Q1,0.30133161512027495,-0.2835927767881694,0.1164021164021165
달성2차·국가산단,2025,2,216,5995,2642509.0,1563853.33,2025Q2,0.2011620917651773,0.5624877157364465,0.06930693069306937
서대구산단,2018,2,2362,14679,272700.0,272700.0,2018Q2,,,
서대구산단,2018,3,2466,14370,411400.0,138700.0,2018Q3,,,
서대구산단,2018,4,2494,14581,546400.0,135000.0,2018Q4,,,
서대구산단,2019,1,2486,14522,171200.0,171200.0,2019Q1,,,
서대구산단,2019,2,2486,14522,321850.0,150650.0,2019Q2,-0.010695551468083653,-0.4475614228089475,0.052497883149873026
서대구산단,2019,3,2491,14487,468610.0,146760.0,2019Q3,0.008141962421711835,0.05811103100216286,0.010137875101378757
서대구산단,2019,4,2488,14485,593356.0,124746.0,2019Q4,-0.006583910568548124,-0.07595555555555555,-0.002405773857257376
서대구산단,2020,1,2353,14405,81085.0,81085.0,2020Q1,-0.008056741495661712,-0.5263726635514019,-0.05349959774738533
서대구산단,2020,2,2353,14331,155932.0,74847.0,2020Q2,-0.013152458339071749,-0.5031729173581148,-0.05349959774738533
서대구산단,2020,3,2220,14523,233548.0,77616.0,2020Q3,0.002484986539656342,-0.47113654946852,-0.10879164993978319
서대구산단,2020,4,2212,14498,315820.0,82272.0,2020Q4,0.0008974801518812914,-0.34048386321004276,-0.11093247588424437
서대구산단,2021,1,2211,14720,84024.0,84024.0,2021Q1,0.021867407150295115,0.03624591478078565,-0.0603484912877178
서대구산단,2021,2,2287,13943,167197.0,83173.0,2021Q2,-0.02707417486567576,0.11124026347081384,-0.028049298767530817
서대구산단,2021,3,2283,13888,251898.0,84701.0,2021Q3,-0.04372374853680372,0.09128272521129666,0.02837837837837842
서대구산단,2021,4,2271,13829,327337.0,75439.0,2021Q4,-0.04614429576493306,-0.08305377285103077,0.026672694394213492
서대구산단,2022,1,2271,14027,79965.0,79965.0,2022Q1,-0.047078804347826075,-0.048307626392459335,0.027137042062415295
서대구산단,2022,2,2495,13356,151133.0,71168.0,2022Q2,-0.04209997848382696,-0.14433770574585503,0.09094884127678182
서대구산단,2022,3,2570,16454,230841.0,79708.0,2022Q3,0.1847638248847927,-0.058948536617041136,0.12571178274200623
서대구산단,2022,4,2580,16796,301782.0,70941.0,2022Q4,0.21454913587388824,-0.059624332241943856,0.13606340819022456
서대구산단,2023,1,2651,17002,81582.0,81582.0,2023Q1,0.2120909674199758,0.02022134683924226,0.16732716864817254
서대구산단,2023,2,2665,17212,164793.0,83211.0,2023Q2,0.28870919436957165,0.16921931205035978,0.06813627254509025
서대구산단,2023,3,2664,17410,238719.0,73926.0,2023Q3,0.058101373526194156,-0.07253977016108792,0.036575875486381415
서대구산단,2023,4,2570,17360,319298.0,80579.0,2023Q4,0.03357942367230282,0.1358593761012672,-0.003875968992248069
서대구산단,2024,1,2586,17178,69298.0,69298.0,2024Q1,0.01035172332666745,-0.15057243019293476,-0.02451904941531502
서대구산단,2024,2,2626,17132,143446.0,74148.0,2024Q2,-0.004647920055775079,-0.10891588852435374,-0.014634146341463428
서대구산단,2024,3,2535,16991,207213.0,63767.0,2024Q3,-0.024066628374497467,-0.13742120498877253,-0.04842342342342343
서대구산단,2024,4,2529,16921,283095.0,75882.0,2024Q4,-0.025288018433179738,-0.058290621625981975,-0.015953307392996163
서대구산단,2025,1,2524,16889,736051.0,736051.0,2025Q1,-0.016823844452206305,9.621533088978037,-0.023975251353441585
서대구산단,2025,2,2515,16870,1361695.0,625644.0,2025Q2,-0.01529301891197754,7.437773102443762,-0.0422696115765423
성서산단,2018,2,2477,49093,6956184.0,6956184.0,2018Q2,,,
성서산단,2018,3,2503,48866,10525195.0,3569011.0,2018Q3,,,
성서산단,2018,4,2515,48726,14219068.0,3693873.0,2018Q4,,,
성서산단,2019,1,2522,48443,3546201.0,3546201.0,2019Q1,,,
성서산단,2019,2,2557,47978,7207601.0,3661400.0,2019Q2,-0.02271199560018744,-0.47364819561989735,0.03229713362939046
성서산단,2019,3,2568,48082,10759144.0,3551543.0,2019Q3,-0.01604387508697258,-0.004894353085490577,0.0259688373951259
성서산단,2019,4,2553,46990,14353954.0,3594810.0,2019Q4,-0.035627796248409505,-0.026818193262193923,0.015109343936381636
성서산단,2020,1,2547,46081,3347079.0,3347079.0,2020Q1,-0.04875833453749767,-0.056150793482941275,0.009912767644726372
성서산단,2020,2,2571,45057,6531260.0,3184181.0,2020Q2,-0.060882070949185074,-0.1303378489102529,0.005475166210402893
성서산단,2020,3,2599,44981,9811579.0,3280319.0,2020Q3,-0.06449398943471574,-0.07636793359956506,0.012071651090342694
성서산단,2020,4,2597,44775,13205822.0,3394243.0,2020Q4,-0.04713768886997238,-0.05579349117199517,0.017234625930278025
성서산단,2021,1,2627,44326,3489266.0,3489266.0,2021Q1,-0.03808511100019529,0.04248092142432247,0.03140950137416576
성서산단,2021,2,2649,44303,7103234.0,3613968.0,2021Q2,-0.016734358701200658,0.13497568134474758,0.03033838973162184
성서산단,2021,3,2672,44110,10601033.0,3497799.0,2021Q3,-0.01936373135323799,0.06629843012219228,0.0280877260484802
성서산단,2021,4,2670,43872,14221189.0,3620156.0,2021Q4,-0.020167504187604712,0.06655769784308307,0.028109356950327236
성서산단,2022,1,2687,43745,3644305.0,3644305.0,2022Q1,-0.013107431304426265,0.04443312719637893,0.022839741149600412
성서산단,2022,2,2697,43339,7472752.0,3828447.0,2022Q2,-0.021759248809335663,0.059347232736980615,0.018120045300113352
성서산단,2022,3,2707,43376,11230143.0,3757391.0,2022Q3,-0.01664021763772383,0.07421581400189092,0.013098802395209663
성서산단,2022,4,2710,43487,15197575.0,3967432.0,2022Q4,-0.008775528811086786,0.09592846275132905,0.014981273408239737
성서산단,2023,1,2707,43381,3821764.0,3821764.0,2023Q1,-0.008320950965824636,0.04869488146573908,0.007443245254931119
성서산단,2023,2,2719,43004,7717326.0,3895562.0,2023Q2,-0.007729758416207155,0.01753060705816223,0.008157211716722346
성서산단,2023,3,2720,43282,11565908.0,3848582.0,2023Q3,-0.0021670970121726585,0.024269765909376906,0.004802364240857004
성서산단,2023,4,2706,42944,15381413.0,3815505.0,2023Q4,-0.012486490215466661,-0.03829353596986662,-0.0014760147601475815
성서산단,2024,1,2684,43493,3690253.0,3690253.0,2024Q1,0.0025817754316406205,-0.03441107300189128,-0.008496490579977811
성서산단,2024,2,2749,42239,7927204.0,4236951.0,2024Q2,-0.017789042879732153,0.08763536557754703,0.011033468186833373
성서산단,2024,3,2754,42274,12118824.0,4191620.0,2024Q3,-0.023289127119818898,0.08913360817048988,0.012499999999999956
성서산단,2024,4,2897,43321,16295305.0,4176481.0,2024Q4,0.00877887481371098,0.09460766006072596,0.07058388765705836
성서산단,2025,1,2976,43728,4162617.0,4162617.0,2025Q1,0.0054031683259374574,0.12800314775165833,0.10879284649776455
성서산단,2025,2,3063,44435,8328704.0,4166087.0,2025Q2,0.05198986718435572,-0.016725234726575833,0.11422335394688976
염색산단,2018,2,122,5511,388101.0,388101.0,2018Q2,,,
염색산단,2018,3,123,5356,559394.0,171293.0,2018Q3,,,
염색산단,2018,4,123,5477,758165.0,198771.0,2018Q4,,,
염색산단,2019,1,123,5072,186466.0,186466.0,2019Q1,,,
염색산단,2019,2,121,5065,388614.0,202148.0,2019Q2,-0.08092905098893122,-0.47913558583976856,-0.008196721311475419
염색산단,2019,3,121,5005,526799.0,138185.0,2019Q3,-0.06553398058252424,-0.19328285452411953,-0.016260162601625994
염색산단,2019,4,121,5005,681293.0,154494.0,2019Q4,-0.08617856490779618,-0.2227538222376504,-0.016260162601625994
염색산단,2020,1,123,4966,180172.0,180172.0,2020Q1,-0.020899053627760233,-0.03375414284641709,0.0
염색산단,2020,2,124,4727,313064.0,132892.0,2020Q2,-0.06673247778874625,-0.342600470942082,0.024793388429751984
염색산단,2020,3,124,4693,452697.0,139633.0,2020Q3,-0.06233766233766236,0.010478706082425626,0.024793388429751984
염색산단,2020,4,123,4688,611884.0,159187.0,2020Q4,-0.06333666333666332,0.0303765842039172,0.016528925619834656
염색산단,2021,1,125,4631,158561.0,158561.0,2021Q1,-0.06745871929117997,-0.11994649557089887,0.016260162601626105
염색산단,2021,2,125,4631,329957.0,171396.0,2021Q2,-0.02030886397292153,0.28973903620985464,0.008064516129032251
염색산단,2021,3,125,4631,488127.0,158170.0,2021Q3,-0.013211165565736205,0.1327551510029863,0.008064516129032251
염색산단,2021,4,125,4631,673254.0,185127.0,2021Q4,-0.012158703071672328,0.16295300495643494,0.016260162601626105
염색산단,2022,1,125,4631,186274.0,186274.0,2022Q1,0.0,0.17477816108626953,0.0
염색산단,2022,2,125,4631,378346.0,192072.0,2022Q2,0.0,0.1206329202548484,0.0
염색산단,2022,3,125,4631,557294.0,178948.0,2022Q3,0.0,0.13136498703926147,0.0
염색산단,2022,4,125,4631,746191.0,188897.0,2022Q4,0.0,0.02036439849400673,0.0
염색산단,2023,1,123,4574,149482.0,149482.0,2023Q1,-0.012308356726408953,-0.19751548793712492,-0.016000000000000014
염색산단,2023,2,123,4574,307184.0,157702.0,2023Q2,-0.012308356726408953,-0.17894331292432009,-0.016000000000000014
염색산단,2023,3,123,4620,450246.0,143062.0,2023Q3,-0.002375296912114022,-0.20053870398104479,-0.016000000000000014
염색산단,2023,4,123,4620,630476.0,180230.0,2023Q4,-0.002375296912114022,-0.045882147413669916,-0.016000000000000014
염색산단,2024,1,123,4620,143183.0,143183.0,2024Q1,0.010056843025797901,-0.042138852838468854,0.0
염색산단,2024,2,123,4620,291356.0,148173.0,2024Q2,0.010056843025797901,-0.06042409100708934,0.0
염색산단,2024,3,123,4620,418821.0,127465.0,2024Q3,0.0,-0.10902266150340412,0.0
염색산단,2024,4,123,4620,546286.0,127465.0,2024Q4,0.0,-0.29276480053265275,0.0
염색산단,2025,1,123,4620,130434.0,130434.0,2025Q1,0.0,-0.08903989998812711,0.0
염색산단,2025,2,123,4295,258242.0,127808.0,2025Q2,-0.07034632034632038,-0.13744069432352723,0.0
제3산단,2018,2,2508,12548,368500.0,368500.0,2018Q2,,,
제3산단,2018,3,2499,12540,528500.0,160000.0,2018Q3,,,
제3산단,2018,4,2501,12501,708500.0,180000.0,2018Q4,,,
제3산단,2019,1,2498,12493,182000.0,182000.0,2019Q1,,,
제3산단,2019,2,2498,12493,373000.0,191000.0,2019Q2,-0.004383168632451362,-0.48168249660786977,-0.003987240829346095
제3산단,2019,3,2502,12418,590000.0,217000.0,2019Q3,-0.009728867623604476,0.35624999999999996,0.0012004801920768582
제3산단,2019,4,2497,12417,743000.0,153000.0,2019Q4,-0.006719462443004587,-0.15000000000000002,-0.001599360255897686
제3산단,2020,1,2495,12402,147730.0,147730.0,2020Q1,-0.007284079084287187,-0.18829670329670334,-0.0012009607686148671
제3산단,2020,2,2493,12399,288810.0,141080.0,2020Q2,-0.007524213559593318,-0.2613612565445026,-0.0020016012810247785
제3산단,2020,3,2494,12375,432190.0,143380.0,2020Q3,-0.0034627154131100513,-0.33926267281105993,-0.003197442046362964
제3산단,2020,4,2496,12405,601440.0,169250.0,2020Q4,-0.000966417008939402,0.10620915032679745,-0.00040048057669206383
제3산단,2021,1,2494,12415,181050.0,181050.0,2021Q1,0.0010482180293500676,0.22554660529344073,-0.00040080160320643543
제3산단,2021,2,2494,12402,367130.0,186080.0,2021Q2,0.00024195499637058582,0.3189679614403176,0.00040112314480555966
제3산단,2021,3,2497,12408,554470.0,187340.0,2021Q3,0.002666666666666595,0.30659785186218436,0.001202886928628688
제3산단,2021,4,2481,12384,740250.0,185780.0,2021Q4,-0.0016928657799274438,0.0976661742983751,-0.006009615384615419
제3산단,2022,1,2485,12402,179680.0,179680.0,2022Q1,-0.0010471204188481353,-0.007566970450151866,-0.0036086607858861752
제3산단,2022,2,2498,12343,396064.0,216384.0,2022Q2,-0.004757297210127409,0.1628546861564919,0.001603849238171584
제3산단,2022,3,2498,12343,655664.0,259600.0,2022Q3,-0.00523855577047061,0.3857158108252374,0.0004004805766919528
제3산단,2022,4,2440,8057,1242464.0,586800.0,2022Q4,-0.3494024547803618,2.1585746581978684,-0.016525594518339348
제3산단,2023,1,2440,8057,302851.0,302851.0,2023Q1,-0.3503467182712465,0.6855020035618877,-0.01810865191146882
제3산단,2023,2,2440,8057,602976.0,300125.0,2023Q2,-0.34724135137324796,0.3870018115942029,-0.023218574859887875
제3산단,2023,3,2501,8377,956229.0,353253.0,2023Q3,-0.32131572551243615,0.36075885978428346,0.0012009607686149781
제3산단,2023,4,2554,8555,1274972.0,318743.0,2023Q4,0.06180960655330758,-0.4568115201090661,0.04672131147540992
제3산단,2024,1,2554,8555,307352.0,307352.0,2024Q1,0.06180960655330758,0.01486209390096116,0.04672131147540992
제3산단,2024,2,2550,8875,620010.0,312658.0,2024Q2,0.10152662281246116,0.04175926697209498,0.04508196721311486
제3산단,2024,3,2563,8949,1011235.0,391225.0,2024Q3,0.06828220126536944,0.10749236382988969,0.024790083966413468
제3산단,2024,4,2563,8949,1395126.0,383891.0,2024Q4,0.04605493863237875,0.20439037092579282,0.0035238841033673474
제3산단,2025,1,2563,8949,421350.0,421350.0,2025Q1,0.04605493863237875,0.3709037195137823,0.0035238841033673474
제3산단,2025,2,2482,8546,791971.0,370621.0,2025Q2,-0.03707042253521131,0.18538786789399286,-0.026666666666666616
